work,book_n,line_n,word_n,word,lemma,sedes,metrical_shape,line_text,x,z,caesura_word_n,word_position,enclitic,breaks_hb_schein,dices_speaker,dices_is_speech
Od.,5,88,7,μὲν,μέν,8.5,⏑,αἰδοῖός τε φίλος τε; πάρος γε μὲν οὔ τι θαμίζεις.,69,-1.6018969384507,7,Postpositive,Non-enclitic,No,Calypso,Yes
Od.,5,89,6,δέ,δέ,8.0,⏑,"αὔδα ὅ τι φρονέεις· τελέσαι δέ με θυμὸς ἄνωγεν,",2257,-0.0621282684684072,7,Postpositive,Non-enclitic,No,Calypso,Yes
Od.,5,89,7,με,ἐγώ,8.5,⏑,"αὔδα ὅ τι φρονέεις· τελέσαι δέ με θυμὸς ἄνωγεν,",143,-1.05882467651908,7,Neither,Enclitic,No,Calypso,Yes
Od.,5,93,3,κέρασσε,κεράννυμι,6.5,⏑–⏑,"ἀμβροσίης πλήσασα, κέρασσε δὲ νέκταρ ἐρυθρόν.",10,0.38059184832581,4,Neither,Non-enclitic,No,narrator,No
Od.,5,93,4,δὲ,δέ,8.5,⏑,"ἀμβροσίης πλήσασα, κέρασσε δὲ νέκταρ ἐρυθρόν.",531,-1.58769166408075,4,Postpositive,Non-enclitic,No,narrator,No
Od.,5,140,5,δέ,δέ,8.0,⏑,πόντον ἐπ’ ἀτρύγετον· πέμψω δέ μιν οὔ πῃ ἐγώ γε·,2257,-0.0621282684684072,6,Postpositive,Non-enclitic,No,Calypso,Yes
Od.,5,140,6,μιν,μιν,8.5,⏑,πόντον ἐπ’ ἀτρύγετον· πέμψω δέ μιν οὔ πῃ ἐγώ γε·,142,-0.0240751772509292,6,Neither,Enclitic,No,Calypso,Yes
Od.,5,167,5,δέ,δέ,8.0,⏑,"εἵματά τ’ ἀμφιέσω· πέμψω δέ τοι οὖρον ὄπισθεν,",2257,-0.0621282684684072,6,Postpositive,Non-enclitic,No,Calypso,Yes
Od.,5,167,6,τοι,σύ,8.5,⏑,"εἵματά τ’ ἀμφιέσω· πέμψω δέ τοι οὖρον ὄπισθεν,",158,-1.23790631704631,6,Neither,Enclitic,No,Calypso,Yes
Od.,5,205,5,σὺ,σύ,8.0,⏑,αὐτίκα νῦν ἐθέλεις ἰέναι;  σὺ δὲ χαῖρε καὶ ἔμπης.,107,-1.58238477785209,6,Neither,Non-enclitic,No,Calypso,Yes
Od.,5,205,6,δὲ,δέ,8.5,⏑,αὐτίκα νῦν ἐθέλεις ἰέναι;  σὺ δὲ χαῖρε καὶ ἔμπης.,531,-1.58769166408075,6,Postpositive,Non-enclitic,No,Calypso,Yes
Od.,5,225,7,καὶ,καί,8.0,⏑,"ὣς ἔφατ’, ἠέλιος δ’ ἄρ’ ἔδυ καὶ ἐπὶ κνέφας ἦλθεν·",1333,-0.757943414024979,8,Prepositive,Non-enclitic,No,narrator,No
Od.,5,225,8,ἐπὶ,ἐπί,8.5,⏑–,"ὣς ἔφατ’, ἠέλιος δ’ ἄρ’ ἔδυ καὶ ἐπὶ κνέφας ἦλθεν·",22,-1.66231442789576,8,Prepositive,Non-enclitic,No,narrator,No
Od.,5,229,6,χιτῶνά,χιτών,6.5,⏑–⏑,"αὐτίχ’ ὁ μὲν χλαῖνάν τε χιτῶνά τε ἕννυτ’ Ὀδυσσεύς,",24,-1.92445746855217,7,Neither,Non-enclitic,No,narrator,No
Od.,5,229,7,τε,τε,8.5,⏑,"αὐτίχ’ ὁ μὲν χλαῖνάν τε χιτῶνά τε ἕννυτ’ Ὀδυσσεύς,",291,-1.06521405677925,7,Postpositive,Enclitic,No,narrator,No
Od.,5,243,6,δέ,δέ,8.0,⏑,αὐτὰρ ὁ τάμνετο δοῦρα· θοῶς δέ οἱ ἤνυτο ἔργον.,2257,-0.0621282684684072,7,Postpositive,Non-enclitic,No,narrator,No
Od.,5,243,7,οἱ,ὁ,8.5,⏑,αὐτὰρ ὁ τάμνετο δοῦρα· θοῶς δέ οἱ ἤνυτο ἔργον.,261,-1.11112208372476,7,Neither,Enclitic,No,narrator,No
Od.,5,316,5,δέ,δέ,8.0,⏑,ἐκ χειρῶν προέηκε· μέσον δέ οἱ ἱστὸν ἔαξεν,2257,-0.0621282684684072,6,Postpositive,Non-enclitic,No,narrator,No
Od.,5,316,6,οἱ,ὁ,8.5,⏑,ἐκ χειρῶν προέηκε· μέσον δέ οἱ ἱστὸν ἔαξεν,261,-1.11112208372476,6,Neither,Enclitic,No,narrator,No
Od.,5,323,5,ἀπὸ,ἀπό,7.0,–⏑,"πικρήν, ἥ οἱ πολλὴ ἀπὸ κρατὸς κελάρυζεν.",1,-1.89168694355448,6,Prepositive,Non-enclitic,No,narrator,No
Od.,5,323,6,κρατὸς,κράς,8.5,⏑–,"πικρήν, ἥ οἱ πολλὴ ἀπὸ κρατὸς κελάρυζεν.",1,-1.27481377196436,6,Neither,Non-enclitic,No,narrator,No
Od.,5,342,6,δέ,δέ,8.0,⏑,"ἀλλὰ μάλ’ ὧδ’ ἔρξαι, δοκέεις δέ μοι οὐκ ἀπινύσσειν·",2257,-0.0621282684684072,7,Postpositive,Non-enclitic,No,Ino,Yes
Od.,5,342,7,μοι,ἐγώ,8.5,⏑,"ἀλλὰ μάλ’ ὧδ’ ἔρξαι, δοκέεις δέ μοι οὐκ ἀπινύσσειν·",143,-1.05882467651908,7,Neither,Enclitic,No,Ino,Yes
Od.,5,353,4,δέ,δέ,8.0,⏑,αἰθυίῃ ἐικυῖα· μέλαν δέ ἑ κῦμα κάλυψεν.,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,narrator,No
Od.,5,353,5,ἑ,ἕ,8.5,⏑,αἰθυίῃ ἐικυῖα· μέλαν δέ ἑ κῦμα κάλυψεν.,52,1.12193085821598,5,Neither,Enclitic,No,narrator,No
Od.,5,360,6,δέ,δέ,8.0,⏑,"ἀλλὰ μάλ’ ὧδ’ ἔρξω,  δοκέει δέ μοι εἶναι ἄριστον·",2257,-0.0621282684684072,7,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,5,360,7,μοι,ἐγώ,8.5,⏑,"ἀλλὰ μάλ’ ὧδ’ ἔρξω,  δοκέει δέ μοι εἶναι ἄριστον·",143,-1.05882467651908,7,Neither,Enclitic,No,Odysseus,Yes
Od.,5,385,6,πρὸ,πρό,8.0,⏑,"ὦρσε δ’ ἐπὶ κραιπνὸν Βορέην,  πρὸ δὲ κύματ’ ἔαξεν,",17,-0.598324736387939,7,Neither,Non-enclitic,No,narrator,No
Od.,5,385,7,δὲ,δέ,8.5,⏑,"ὦρσε δ’ ἐπὶ κραιπνὸν Βορέην,  πρὸ δὲ κύματ’ ἔαξεν,",531,-1.58769166408075,7,Postpositive,Non-enclitic,No,narrator,No
Od.,5,396,4,δέ,δέ,8.0,⏑,"δηρὸν τηκόμενος, στυγερὸς δέ οἱ ἔχραε δαίμων,",2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,narrator,No
Od.,5,396,5,οἱ,ὁ,8.5,⏑,"δηρὸν τηκόμενος, στυγερὸς δέ οἱ ἔχραε δαίμων,",261,-1.11112208372476,5,Neither,Enclitic,No,narrator,No
Od.,5,403,3,εἴλυτο,εἰλύω,6.0,––⏑,"δεινὸν ἐρευγόμενον, εἴλυτο δὲ πάνθ’ ἁλὸς ἄχνῃ·",7,0.581401899733811,4,Neither,Non-enclitic,No,narrator,No
Od.,5,403,4,δὲ,δέ,8.5,⏑,"δεινὸν ἐρευγόμενον, εἴλυτο δὲ πάνθ’ ἁλὸς ἄχνῃ·",531,-1.58769166408075,4,Postpositive,Non-enclitic,No,narrator,No
Od.,5,416,5,δέ,δέ,8.0,⏑,κῦμα μέγ’ ἁρπάξαν· μελέη δέ μοι ἔσσεται ὁρμή.,2257,-0.0621282684684072,6,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,5,416,6,μοι,ἐγώ,8.5,⏑,κῦμα μέγ’ ἁρπάξαν· μελέη δέ μοι ἔσσεται ὁρμή.,143,-1.05882467651908,6,Neither,Enclitic,No,Odysseus,Yes
Od.,5,431,4,δέ,δέ,8.0,⏑,"πλῆξεν ἐπεσσύμενον, τηλοῦ δέ μιν ἔμβαλε πόντῳ.",2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,narrator,No
Od.,5,431,5,μιν,μιν,8.5,⏑,"πλῆξεν ἐπεσσύμενον, τηλοῦ δέ μιν ἔμβαλε πόντῳ.",142,-0.0240751772509292,5,Neither,Enclitic,No,narrator,No
Od.,5,450,5,δέ,δέ,8.0,⏑,"ἀλλ’ ἐλέαιρε,  ἄναξ· ἱκέτης δέ τοι εὔχομαι εἶναι.’",2257,-0.0621282684684072,6,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,5,450,6,τοι,σύ,8.5,⏑,"ἀλλ’ ἐλέαιρε,  ἄναξ· ἱκέτης δέ τοι εὔχομαι εἶναι.’",158,-1.23790631704631,6,Neither,Enclitic,No,Odysseus,Yes
Od.,5,455,5,θάλασσα,θάλασσα,6.5,⏑–⏑,"ᾤδεε δὲ χρόα πάντα,  θάλασσα δὲ κήκιε πολλὴ",24,-2.65548220535993,6,Neither,Non-enclitic,No,narrator,No
Od.,5,455,6,δὲ,δέ,8.5,⏑,"ᾤδεε δὲ χρόα πάντα,  θάλασσα δὲ κήκιε πολλὴ",531,-1.58769166408075,6,Postpositive,Non-enclitic,No,narrator,No
Od.,5,457,4,δέ,δέ,8.0,⏑,"κεῖτ’ ὀλιγηπελέων, κάματος δέ μιν αἰνὸς ἵκανεν.",2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,narrator,No
Od.,5,457,5,μιν,μιν,8.5,⏑,"κεῖτ’ ὀλιγηπελέων, κάματος δέ μιν αἰνὸς ἵκανεν.",142,-0.0240751772509292,5,Neither,Enclitic,No,narrator,No
Od.,5,472,5,δέ,δέ,8.0,⏑,"ῥῖγος καὶ κάματος, γλυκερὸς δέ μοι ὕπνος ἐπέλθῃ,",2257,-0.0621282684684072,6,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,5,472,6,μοι,ἐγώ,8.5,⏑,"ῥῖγος καὶ κάματος, γλυκερὸς δέ μοι ὕπνος ἐπέλθῃ,",143,-1.05882467651908,6,Neither,Enclitic,No,Odysseus,Yes
Od.,5,476,5,ἄρ’,αἴρω,8.0,⏑,"ἐν περιφαινομένῳ· δοιοὺς δ’ ἄρ’ ὑπήλυθε θάμνους,",14,-1.66954603956966,6,Neither,Non-enclitic,No,narrator,No
Od.,5,476,6,ὑπήλυθε,ὑπέρχομαι,8.5,⏑–⏑⏑,"ἐν περιφαινομένῳ· δοιοὺς δ’ ἄρ’ ὑπήλυθε θάμνους,",1,-1.22474487139159,6,Neither,Non-enclitic,No,narrator,No
Od.,6,6,4,βίηφι,βία,6.5,⏑–⏑,"οἵ σφεας σινέσκοντο, βίηφι δὲ φέρτεροι ἦσαν.",151,0.757286389567132,5,Neither,Non-enclitic,No,narrator,No
Od.,6,6,5,δὲ,δέ,8.5,⏑,"οἵ σφεας σινέσκοντο, βίηφι δὲ φέρτεροι ἦσαν.",531,-1.58769166408075,5,Postpositive,Non-enclitic,No,narrator,No
Od.,6,9,6,καὶ,καί,8.0,⏑,"ἀμφὶ δὲ τεῖχος ἔλασσε πόλει, καὶ ἐδείματο οἴκους,",1333,-0.757943414024979,7,Prepositive,Non-enclitic,No,narrator,No
Od.,6,9,7,ἐδείματο,δέμω,8.5,⏑–⏑⏑,"ἀμφὶ δὲ τεῖχος ἔλασσε πόλει, καὶ ἐδείματο οἴκους,",2,-1.12220996704378,7,Neither,Non-enclitic,No,narrator,No
Od.,6,10,5,καὶ,καί,8.0,⏑,"καὶ νηοὺς ποίησε θεῶν,  καὶ ἐδάσσατ’ ἀρούρας.",1333,-0.757943414024979,6,Prepositive,Non-enclitic,No,narrator,No
Od.,6,10,6,ἐδάσσατ’,δατέομαι,8.5,⏑–⏑,"καὶ νηοὺς ποίησε θεῶν,  καὶ ἐδάσσατ’ ἀρούρας.",1,-1.52711557193166,6,Neither,Non-enclitic,No,narrator,No
Od.,6,67,7,καὶ,καί,8.0,⏑,πατρὶ φίλῳ. ὁ δὲ πάντα νόει καὶ ἀμείβετο μύθῳ·,1333,-0.757943414024979,8,Prepositive,Non-enclitic,No,narrator,No
Od.,6,67,8,ἀμείβετο,ἀμείβω,8.5,⏑–⏑⏑,πατρὶ φίλῳ. ὁ δὲ πάντα νόει καὶ ἀμείβετο μύθῳ·,9,-1.63736478567703,8,Neither,Non-enclitic,No,narrator,No
Od.,6,106,3,γέγηθε,γηθέω,6.5,⏑–⏑,"ἀγρονόμοι παίζουσι, γέγηθε δέ τε φρένα Λητώ·",43,1.04536363768097,4,Neither,Non-enclitic,No,narrator,No
Od.,6,106,4,δέ,δέ,8.5,⏑,"ἀγρονόμοι παίζουσι, γέγηθε δέ τε φρένα Λητώ·",531,-1.58769166408075,4,Postpositive,Non-enclitic,No,narrator,No
Od.,6,111,3,πτύξασά,πτύσσω,6.0,––⏑,"ζεύξας’ ἡμιόνους πτύξασά τε εἵματα καλά,",1,-1.4142135623731,4,Neither,Non-enclitic,No,narrator,No
Od.,6,111,4,τε,τε,8.5,⏑,"ζεύξας’ ἡμιόνους πτύξασά τε εἵματα καλά,",291,-1.06521405677925,4,Postpositive,Enclitic,No,narrator,No
Od.,6,149,5,νύ,νῦν,8.0,⏑,"‘γουνοῦμαί σε, ἄνασσα· θεός νύ τις, ἦ βροτός ἐσσι;",72,-1.07413887651271,6,Neither,Non-enclitic,No,Odysseus,Yes
Od.,6,149,6,τις,τις,8.5,⏑,"‘γουνοῦμαί σε, ἄνασσα· θεός νύ τις, ἦ βροτός ἐσσι;",68,-1.76194391822961,6,Neither,Enclitic,No,Odysseus,Yes
Od.,6,164,6,δέ,δέ,8.0,⏑,"ἦλθον γὰρ καὶ κεῖσε, πολὺς δέ μοι ἕσπετο λαός,",2257,-0.0621282684684072,7,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,6,164,7,μοι,ἐγώ,8.5,⏑,"ἦλθον γὰρ καὶ κεῖσε, πολὺς δέ μοι ἕσπετο λαός,",143,-1.05882467651908,7,Neither,Enclitic,No,Odysseus,Yes
Od.,6,168,6,τέθηπά,τέθηπα,6.5,⏑–⏑,"ὡς σέ, γύναι, ἄγαμαί τε τέθηπά τε, δείδια δ’ αἰνῶς",32,0.585265062238998,7,Neither,Non-enclitic,No,Odysseus,Yes
Od.,6,168,7,τε,τε,8.5,⏑,"ὡς σέ, γύναι, ἄγαμαί τε τέθηπά τε, δείδια δ’ αἰνῶς",291,-1.06521405677925,7,Postpositive,Enclitic,No,Odysseus,Yes
Od.,6,169,4,δέ,δέ,8.0,⏑,γούνων ἅψασθαι· χαλεπὸν δέ με πένθος ἱκάνει.,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,6,169,5,με,ἐγώ,8.5,⏑,γούνων ἅψασθαι· χαλεπὸν δέ με πένθος ἱκάνει.,143,-1.05882467651908,5,Neither,Enclitic,No,Odysseus,Yes
Od.,6,185,4,μάλιστα,μάλιστα,6.5,⏑–⏑,"χάρματα δ’ εὐμενέτῃσι,  μάλιστα δέ τ’ ἔκλυον αὐτοί.’",25,-1.17385970610627,5,Neither,Non-enclitic,No,Odysseus,Yes
Od.,6,185,5,δέ,δέ,8.5,⏑,"χάρματα δ’ εὐμενέτῃσι,  μάλιστα δέ τ’ ἔκλυον αὐτοί.’",531,-1.58769166408075,5,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,6,194,6,δέ,δέ,8.0,⏑,"ἄστυ δέ τοι δείξω, ἐρέω δέ τοι οὔνομα λαῶν.",2257,-0.0621282684684072,7,Postpositive,Non-enclitic,No,Nausicaa,Yes
Od.,6,194,7,τοι,σύ,8.5,⏑,"ἄστυ δέ τοι δείξω, ἐρέω δέ τοι οὔνομα λαῶν.",158,-1.23790631704631,7,Neither,Enclitic,No,Nausicaa,Yes
Od.,6,214,7,χιτῶνά,χιτών,6.5,⏑–⏑,"πὰρ δ’ ἄρα οἱ φᾶρός τε χιτῶνά τε εἵματ’ ἔθηκαν,",24,-1.92445746855217,8,Neither,Non-enclitic,No,narrator,No
Od.,6,214,8,τε,τε,8.5,⏑,"πὰρ δ’ ἄρα οἱ φᾶρός τε χιτῶνά τε εἵματ’ ἔθηκαν,",291,-1.06521405677925,8,Postpositive,Enclitic,No,narrator,No
Od.,6,234,3,χαρίεντα,χαρίεις,6.0,⏑⏑–⏑,"τέχνην παντοίην, χαρίεντα δὲ ἔργα τελείει,",9,-1.22549144593112,4,Neither,Non-enclitic,No,narrator,No
Od.,6,234,4,δὲ,δέ,8.5,⏑,"τέχνην παντοίην, χαρίεντα δὲ ἔργα τελείει,",531,-1.58769166408075,4,Postpositive,Non-enclitic,No,narrator,No
Od.,6,240,5,οἳ,ὁ,8.0,⏑,"οὐ πάντων ἀέκητι θεῶν,  οἳ Ὄλυμπον ἔχουσιν,",246,-1.12123148630792,6,Neither,Non-enclitic,No,Nausicaa,Yes
Od.,6,240,6,ὄλυμπον,ὄλυμπος,8.5,⏑–⏑,"οὐ πάντων ἀέκητι θεῶν,  οἳ Ὄλυμπον ἔχουσιν,",20,-1.28756537875942,6,Neither,Non-enclitic,No,Nausicaa,Yes
Od.,6,258,6,δέ,δέ,8.0,⏑,"ἀλλὰ μάλ’ ὧδ’ ἔρδειν, δοκέεις δέ μοι οὐκ ἀπινύσσειν·",2257,-0.0621282684684072,7,Postpositive,Non-enclitic,No,Nausicaa,Yes
Od.,6,258,7,μοι,ἐγώ,8.5,⏑,"ἀλλὰ μάλ’ ὧδ’ ἔρδειν, δοκέεις δέ μοι οὐκ ἀπινύσσειν·",143,-1.05882467651908,7,Neither,Enclitic,No,Nausicaa,Yes
Od.,6,277,7,νύ,νῦν,8.0,⏑,ξεῖνος; ποῦ δέ μιν εὗρε; πόσις νύ οἱ ἔσσεται αὐτῇ.,72,-1.07413887651271,8,Neither,Non-enclitic,No,Nausicaa>someone,Yes
Od.,6,277,8,οἱ,ὁ,8.5,⏑,ξεῖνος; ποῦ δέ μιν εὗρε; πόσις νύ οἱ ἔσσεται αὐτῇ.,261,-1.11112208372476,8,Neither,Enclitic,No,Nausicaa>someone,Yes
Od.,6,281,4,δέ,δέ,8.0,⏑,"οὐρανόθεν καταβάς, ἕξει δέ μιν ἤματα πάντα.",2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,Nausicaa>someone,Yes
Od.,6,281,5,μιν,μιν,8.5,⏑,"οὐρανόθεν καταβάς, ἕξει δέ μιν ἤματα πάντα.",142,-0.0240751772509292,5,Neither,Enclitic,No,Nausicaa>someone,Yes
Od.,6,307,4,δέ,δέ,8.0,⏑,κίονι κεκλιμένη· δμωαὶ δέ οἱ εἵατ’ ὄπισθεν.,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,Nausicaa,Yes
Od.,6,307,5,οἱ,ὁ,8.5,⏑,κίονι κεκλιμένη· δμωαὶ δέ οἱ εἵατ’ ὄπισθεν.,261,-1.11112208372476,5,Neither,Enclitic,No,Nausicaa,Yes
Od.,6,319,6,ἅμ’,ἅμα,8.0,⏑,"ἡ δὲ μάλ’ ἡνιόχευεν, ὅπως ἅμ’ ἑποίατο πεζοὶ",44,-0.81295388201954,7,Prepositive,Non-enclitic,No,narrator,No
Od.,6,319,7,ἑποίατο,ἕπομαι,8.5,⏑–⏑⏑,"ἡ δὲ μάλ’ ἡνιόχευεν, ὅπως ἅμ’ ἑποίατο πεζοὶ",5,-1.11416458097226,7,Neither,Non-enclitic,No,narrator,No
Od.,7,6,3,ἐσθῆτά,ἐσθής,6.0,––⏑,ἡμιόνους ἔλυον ἐσθῆτά τε ἔσφερον εἴσω.,1,-1.60939077755666,4,Neither,Non-enclitic,No,narrator,No
Od.,7,6,4,τε,τε,8.5,⏑,ἡμιόνους ἔλυον ἐσθῆτά τε ἔσφερον εἴσω.,291,-1.06521405677925,4,Postpositive,Enclitic,No,narrator,No
Od.,7,61,5,καὶ,καί,8.0,⏑,τῇ δὲ Ποσειδάων ἐμίγη καὶ ἐγείνατο παῖδα,1333,-0.757943414024979,6,Prepositive,Non-enclitic,No,Athena,Yes
Od.,7,61,6,ἐγείνατο,γείνομαι,8.5,⏑–⏑⏑,τῇ δὲ Ποσειδάων ἐμίγη καὶ ἐγείνατο παῖδα,1,-2.13464207361352,6,Neither,Non-enclitic,No,Athena,Yes
Od.,7,125,4,πάροιθε,πάροιθε,6.5,⏑–⏑,ἄλλας δὲ τραπέουσι· πάροιθε δέ τ’ ὄμφακές εἰσιν,7,-2.44083650954517,5,Neither,Non-enclitic,No,narrator,No
Od.,7,125,5,δέ,δέ,8.5,⏑,ἄλλας δὲ τραπέουσι· πάροιθε δέ τ’ ὄμφακές εἰσιν,531,-1.58769166408075,5,Postpositive,Non-enclitic,No,narrator,No
Od.,7,150,6,ὅ,ὁ,8.0,⏑,κτήματ’ ἐνὶ μεγάροισι γέρας θ’ ὅ τι δῆμος ἔδωκεν·,246,-1.12123148630792,7,Neither,Non-enclitic,No,Odysseus,Yes
Od.,7,150,7,τι,τις,8.5,⏑,κτήματ’ ἐνὶ μεγάροισι γέρας θ’ ὅ τι δῆμος ἔδωκεν·,68,-1.76194391822961,7,Neither,Enclitic,No,Odysseus,Yes
Od.,7,157,4,παλαιά,παλαιός,6.5,⏑–⏑,"καὶ μύθοισι κέκαστο, παλαιά τε πολλά τε εἰδώς·",33,0.62107527499525500,5,Neither,Non-enclitic,No,narrator,No
Od.,7,157,5,τε,τε,8.5,⏑,"καὶ μύθοισι κέκαστο, παλαιά τε πολλά τε εἰδώς·",291,-1.06521405677925,5,Postpositive,Enclitic,No,narrator,No
Od.,7,171,5,μάλιστα,μάλιστα,6.5,⏑–⏑,"ὅς οἱ πλησίον ἷζε, μάλιστα δέ μιν φιλέεσκεν.",25,-1.17385970610627,6,Neither,Non-enclitic,No,narrator,No
Od.,7,171,6,δέ,δέ,8.5,⏑,"ὅς οἱ πλησίον ἷζε, μάλιστα δέ μιν φιλέεσκεν.",531,-1.58769166408075,6,Postpositive,Non-enclitic,No,narrator,No
Od.,7,191,4,ἔπειτα,ἔπειτα,6.5,⏑–⏑,"ῥέξομεν ἱερὰ καλά, ἔπειτα δὲ καὶ περὶ πομπῆς",19,-1.7160427467274,5,Neither,Non-enclitic,No,Alcinous,Yes
Od.,7,191,5,δὲ,δέ,8.5,⏑,"ῥέξομεν ἱερὰ καλά, ἔπειτα δὲ καὶ περὶ πομπῆς",531,-1.58769166408075,5,Postpositive,Non-enclitic,No,Alcinous,Yes
Od.,7,224,5,ἰδόντα,εἶδον,6.5,⏑–⏑,καί περ πολλὰ παθόντα· ἰδόντα με καὶ λίποι αἰὼν,211,1.13436892028014,6,Neither,Non-enclitic,No,Odysseus,Yes
Od.,7,224,6,με,ἐγώ,8.5,⏑,καί περ πολλὰ παθόντα· ἰδόντα με καὶ λίποι αἰὼν,143,-1.05882467651908,6,Neither,Enclitic,No,Odysseus,Yes
Od.,7,234,5,χιτῶνά,χιτών,6.5,⏑–⏑,ἔγνω γὰρ φᾶρός τε χιτῶνά τε εἵματ’ ἰδοῦσα,24,-1.92445746855217,6,Neither,Non-enclitic,No,narrator,No
Od.,7,234,6,τε,τε,8.5,⏑,ἔγνω γὰρ φᾶρός τε χιτῶνά τε εἵματ’ ἰδοῦσα,291,-1.06521405677925,6,Postpositive,Enclitic,No,narrator,No
Od.,7,253,4,δέ,δέ,8.0,⏑,ἐννῆμαρ φερόμην· δεκάτῃ δέ με νυκτὶ μελαίνῃ,2257,-0.0621282684684072,5,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,7,253,5,με,ἐγώ,8.5,⏑,ἐννῆμαρ φερόμην· δεκάτῃ δέ με νυκτὶ μελαίνῃ,143,-1.05882467651908,5,Neither,Enclitic,No,Odysseus,Yes
Od.,7,269,3,γήθησε,γηθέω,6.0,––⏑,"γαίης ὑμετέρης, γήθησε δέ μοι φίλον ἦτορ",5,-1.5658811425718,4,Neither,Non-enclitic,No,Odysseus,Yes
Od.,7,269,4,δέ,δέ,8.5,⏑,"γαίης ὑμετέρης, γήθησε δέ μοι φίλον ἦτορ",531,-1.58769166408075,4,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,7,279,5,καὶ,καί,8.0,⏑,πέτρῃς πρὸς μεγάλῃσι βαλὸν καὶ ἀτερπέι χώρῳ·,1333,-0.757943414024979,6,Prepositive,Non-enclitic,No,Odysseus,Yes
Od.,7,279,6,ἀτερπέι,ἀτερπής,8.5,⏑–⏑⏑,πέτρῃς πρὸς μεγάλῃσι βαλὸν καὶ ἀτερπέι χώρῳ·,2,-1.43436821212407,6,Neither,Non-enclitic,No,Odysseus,Yes
Od.,7,286,5,κατ’,κατά,8.0,⏑,ἠφυσάμην· ὕπνον δὲ θεὸς κατ’ ἀπείρονα χεῦεν.,204,-0.485820196032165,6,Prepositive,Non-enclitic,No,Odysseus,Yes
Od.,7,286,6,ἀπείρονα,ἀπείρων,8.5,⏑–⏑⏑,ἠφυσάμην· ὕπνον δὲ θεὸς κατ’ ἀπείρονα χεῦεν.,16,0.485352607028977,6,Neither,Non-enclitic,No,Odysseus,Yes
Od.,7,315,6,ἀέκοντα,ἀέκων,6.0,⏑⏑–⏑,εἴ κ’ ἐθέλων γε μένοις· ἀέκοντα δέ σ’ οὔ τις ἐρύξει,3,-2.3531996214981,7,Neither,Non-enclitic,No,Alcinous,Yes
Od.,7,315,7,δέ,δέ,8.5,⏑,εἴ κ’ ἐθέλων γε μένοις· ἀέκοντα δέ σ’ οὔ τις ἐρύξει,531,-1.58769166408075,7,Postpositive,Non-enclitic,No,Alcinous,Yes
Od.,7,333,5,δέ,δέ,8.0,⏑,"ἄσβεστον κλέος εἴη, ἐγὼ δέ κε πατρίδ’ ἱκοίμην.’",2257,-0.0621282684684072,6,Postpositive,Non-enclitic,No,Odysseus,Yes
Od.,7,333,6,κε,ἄν,8.5,⏑,"ἄσβεστον κλέος εἴη, ἐγὼ δέ κε πατρίδ’ ἱκοίμην.’",49,-1.41166090196743,6,Neither,Enclitic,No,Odysseus,Yes
Od.,8,43,4,καλέσασθε,καλέω,6.0,⏑⏑–⏑,μηδέ τις ἀρνείσθω. καλέσασθε δὲ θεῖον ἀοιδὸν,35,-0.857598181983965,5,Neither,Non-enclitic,No,Alcinous,Yes
Od.,8,43,5,δὲ,δέ,8.5,⏑,μηδέ τις ἀρνείσθω. καλέσασθε δὲ θεῖον ἀοιδὸν,531,-1.58769166408075,5,Postpositive,Non-enclitic,No,Alcinous,Yes
Od.,8,61,6,τετύκοντό,τεύχω,6.0,⏑⏑–⏑,"τοὺς δέρον ἀμφί θ’ ἕπον, τετύκοντό τε δαῖτ’ ἐρατεινήν.",16,-1.09456689372804,7,Neither,Non-enclitic,No,narrator,No
Od.,8,61,7,τε,τε,8.5,⏑,"τοὺς δέρον ἀμφί θ’ ἕπον, τετύκοντό τε δαῖτ’ ἐρατεινήν.",291,-1.06521405677925,7,Postpositive,Enclitic,No,narrator,No
Od.,8,85,4,κάλυψε,καλύπτω,6.5,⏑–⏑,"κὰκ κεφαλῆς εἴρυσσε,  κάλυψε δὲ καλὰ πρόσωπα·",43,-0.135905634933188,5,Neither,Non-enclitic,No,narrator,No
Od.,8,85,5,δὲ,δέ,8.5,⏑,"κὰκ κεφαλῆς εἴρυσσε,  κάλυψε δὲ καλὰ πρόσωπα·",531,-1.58769166408075,5,Postpositive,Non-enclitic,No,narrator,No
Od.,8,134,6,γε,γε,8.0,⏑,"οἶδέ τε καὶ δεδάηκε. φυήν γε μὲν οὐ κακός ἐστι,",59,-0.990039675385608,7,Postpositive,Enclitic,No,Laodamas,Yes
